date,time_opened_seconds
2020-04-14 07:43:07.506,17.33
2020-04-14 07:45:11.331,21.74
2020-04-14 07:49:04.652,2.40
2020-04-14 07:56:59.158,4.11
2020-04-14 07:57:22.412,3.01
2020-04-14 08:11:21.978,3.01
2020-04-14 09:29:36.544,3.21
2020-04-14 09:41:40.430,3.41
2020-04-14 10:21:20.694,9.02
2020-04-14 10:24:53.174,8.92
2020-04-14 10:27:57.809,6.31
2020-04-14 11:37:36.419,7.71
2020-04-14 11:40:01.676,7.71
2020-04-14 12:03:55.200,3.41
2020-04-14 12:04:15.036,5.31
2020-04-14 12:17:23.921,8.12
2020-04-14 13:29:56.841,13.32
2020-04-14 13:38:36.458,18.63
2020-04-14 14:29:56.459,3.61
2020-04-14 14:44:33.645,17.43
2020-04-14 14:50:58.931,14.13
2020-04-14 15:34:17.143,11.72
2020-04-14 15:35:20.759,7.31
2020-04-14 15:43:51.470,6.71
2020-04-14 16:16:06.303,15.13
2020-04-14 18:31:44.804,19.44
2020-04-14 19:33:56.505,9.52
2020-04-14 19:36:06.256,127.75
2020-04-14 19:38:25.509,9.92
2020-04-14 19:41:46.015,159.73
2020-04-14 19:45:36.354,95.69
2020-04-14 19:47:21.939,59.50
2020-04-14 19:49:07.831,10.82
2020-04-14 19:49:40.792,19.34
2020-04-14 20:06:48.841,24.55
2020-04-14 20:08:00.070,21.24
2020-04-14 20:14:05.742,11.22
2020-04-14 20:14:52.427,7.01
2020-04-14 20:15:10.961,10.12
2020-04-14 20:15:35.707,9.72
2020-04-14 20:16:10.872,6.91
2020-04-14 20:16:59.359,8.52
2020-04-14 20:22:27.359,18.03
2020-04-14 20:30:35.335,12.52
2020-04-14 20:38:17.179,10.92
2020-04-14 20:40:47.293,113.45
2020-04-14 21:32:16.168,12.22
2020-04-14 22:01:52.278,11.82
2020-04-14 22:16:35.577,17.63
2020-04-14 22:17:54.022,10.32
2020-04-14 22:20:08.166,5.81
2020-04-14 22:20:34.014,13.63
2020-04-14 22:37:15.630,23.74
2020-04-14 23:51:17.866,14.03
2020-04-14 23:51:36.000,10.32
