date,time_opened_seconds
2020-04-06 05:33:50.922,10.02
2020-04-06 05:34:12.762,8.12
2020-04-06 08:52:37.228,20.24
2020-04-06 09:16:08.574,7.11
2020-04-06 09:16:27.807,9.22
2020-04-06 09:23:59.130,17.93
2020-04-06 11:15:23.442,4.61
2020-04-06 11:15:38.370,6.51
2020-04-06 11:16:02.615,18.83
2020-04-06 11:23:38.831,15.73
2020-04-06 11:29:50.400,16.23
2020-04-06 11:32:25.692,6.21
2020-04-06 12:02:03.522,12.22
2020-04-06 13:36:08.342,17.13
2020-04-06 13:46:15.534,562.91
2020-04-06 13:49:30.912,15.93
2020-04-06 13:51:26.235,17.63
2020-04-06 13:51:54.398,6.01
2020-04-06 13:52:19.445,4.91
2020-04-06 14:28:49.935,9.92
2020-04-06 14:30:36.328,4.71
2020-04-06 15:00:55.096,13.83
2020-04-06 15:03:33.584,7.11
2020-04-06 15:04:41.608,2.91
2020-04-06 15:10:25.327,10.22
2020-04-06 15:10:45.265,10.52
2020-04-06 18:09:39.482,20.94
2020-04-06 18:11:55.910,78.32
2020-04-06 18:12:53.919,17.03
2020-04-06 18:13:46.016,11.22
2020-04-06 18:33:51.894,14.03
2020-04-06 18:39:24.067,60.39
2020-04-06 18:44:36.635,166.48
2020-04-06 18:45:03.182,6.91
2020-04-06 18:51:06.259,13.42
2020-04-06 19:01:38.999,3.41
2020-04-06 19:02:05.046,7.71
2020-04-06 19:03:08.359,4.01
2020-04-06 19:30:55.947,10.12
2020-04-06 19:48:40.929,10.92
2020-04-06 19:50:33.929,13.83
2020-04-06 19:51:40.609,46.74
2020-04-06 19:54:24.523,6.01
2020-04-06 19:59:00.542,9.72
2020-04-06 19:59:18.075,6.51
2020-04-06 20:11:39.524,10.02
2020-04-06 20:15:40.660,11.22
2020-04-06 20:21:29.685,10.32
2020-04-06 20:51:21.148,14.63
2020-04-06 21:09:02.476,34.38
2020-04-06 21:14:18.655,5.51
2020-04-06 21:23:23.554,6.61
2020-04-06 21:24:10.540,6.91
2020-04-06 21:24:44.503,17.43
2020-04-06 21:25:18.065,8.42
2020-04-06 21:25:40.807,7.01
2020-04-06 21:29:32.431,25.45
2020-04-06 21:38:13.580,7.01
2020-04-06 21:38:53.654,12.62
2020-04-06 21:44:37.585,22.24
2020-04-06 21:46:24.577,3.71
2020-04-06 22:45:51.495,13.53
2020-04-06 23:10:18.749,16.73
2020-04-06 23:30:49.496,25.55
2020-04-06 23:30:59.015,4.51
