date,time_opened_seconds
2020-04-04 00:28:56.799,11.32
2020-04-04 01:06:31.866,10.92
2020-04-04 01:08:25.074,13.02
2020-04-04 01:39:31.359,13.53
2020-04-04 10:26:53.364,163.44
2020-04-04 10:28:37.567,36.58
2020-04-04 10:28:47.987,8.22
2020-04-04 10:29:28.812,37.92
2020-04-04 10:35:08.128,16.93
2020-04-04 10:39:31.618,3.91
2020-04-04 10:43:04.506,19.54
2020-04-04 10:44:10.226,11.32
2020-04-04 10:55:29.858,9.92
2020-04-04 11:00:59.255,9.42
2020-04-04 11:13:01.164,13.22
2020-04-04 11:14:27.423,15.43
2020-04-04 11:22:04.430,50.67
2020-04-04 11:23:41.906,13.53
2020-04-04 12:08:37.172,45.24
2020-04-04 12:08:59.013,5.91
2020-04-04 12:09:24.862,19.44
2020-04-04 12:13:34.212,2.71
2020-04-04 12:48:30.319,5.01
2020-04-04 13:00:54.976,7.01
2020-04-04 13:01:09.603,8.01
2020-04-04 13:09:33.584,31.21
2020-04-04 13:10:41.510,15.43
2020-04-04 13:18:59.018,14.63
2020-04-04 14:02:41.582,3.91
2020-04-04 14:03:09.833,5.61
2020-04-04 16:04:35.363,11.82
2020-04-04 16:05:56.407,11.12
2020-04-04 16:29:52.269,9.22
2020-04-04 16:46:22.155,8.62
2020-04-04 16:47:11.093,31.91
2020-04-04 17:01:46.417,11.32
2020-04-04 17:02:34.707,19.04
2020-04-04 17:03:35.620,16.53
2020-04-04 17:04:06.177,7.01
2020-04-04 17:05:34.660,9.12
2020-04-04 17:49:51.818,5.51
2020-04-04 17:53:15.276,10.92
2020-04-04 17:56:55.264,20.64
2020-04-04 17:58:31.661,80.77
2020-04-04 17:59:08.427,15.83
2020-04-04 18:02:08.551,18.53
2020-04-04 18:03:57.748,5.41
2020-04-04 18:04:16.482,6.31
2020-04-04 18:05:58.867,2.60
2020-04-04 18:28:03.649,21.14
2020-04-04 18:28:39.115,7.92
2020-04-04 18:33:02.591,9.02
2020-04-04 18:34:06.605,4.91
2020-04-04 18:36:38.376,3.11
2020-04-04 18:37:23.157,14.53
2020-04-04 18:39:20.569,10.22
2020-04-04 18:45:40.503,37.31
2020-04-04 18:48:04.662,26.45
2020-04-04 18:54:42.471,4.01
2020-04-04 18:55:12.425,2.00
2020-04-04 18:58:51.315,4.11
2020-04-04 19:11:02.023,5.01
2020-04-04 19:15:43.035,4.51
2020-04-04 19:18:59.692,4.01
2020-04-04 19:19:10.914,6.01
2020-04-04 19:31:32.574,29.86
2020-04-04 19:33:09.149,5.01
2020-04-04 19:37:24.706,11.72
2020-04-04 20:13:16.363,22.14
2020-04-04 20:13:59.643,12.52
2020-04-04 20:43:16.414,8.72
2020-04-04 21:12:55.326,10.62
2020-04-04 21:25:00.236,20.44
2020-04-04 21:29:56.673,10.72
2020-04-04 21:33:40.379,12.82
2020-04-04 21:40:06.778,13.63
2020-04-04 22:22:00.030,10.72
2020-04-04 23:07:33.611,17.93
2020-04-04 23:13:50.430,23.34
2020-04-04 23:18:52.822,8.02
2020-04-04 23:19:46.531,5.11
2020-04-04 23:21:40.168,3.71
2020-04-04 23:41:19.374,15.83
2020-04-04 23:48:31.641,3.81
2020-04-04 23:48:51.777,7.41
