date,time_opened_seconds
2020-04-23 11:49:57.101,3.41
2020-04-23 12:23:12.293,15.53
2020-04-23 12:27:24.533,4.21
2020-04-23 12:27:42.866,5.01
2020-04-23 15:13:12.667,0.20
2020-04-23 15:14:33.013,18.83
2020-04-23 15:15:25.908,11.12
2020-04-23 15:19:20.930,5.71
2020-04-23 15:19:44.173,6.81
2020-04-23 15:21:44.295,14.03
2020-04-23 15:52:44.767,12.42
2020-04-23 18:27:00.299,25.05
2020-04-23 18:29:24.360,6.51
2020-04-23 18:33:01.653,24.34
2020-04-23 18:37:36.447,11.52
2020-04-23 18:40:35.906,57.04
2020-04-23 18:41:16.580,15.03
2020-04-23 18:45:24.340,12.22
2020-04-23 19:04:20.692,6.41
2020-04-23 19:23:56.723,7.31
2020-04-23 20:02:36.575,13.12
2020-04-23 20:04:15.453,3.31
2020-04-23 20:05:03.240,7.21
2020-04-23 20:21:23.142,5.81
2020-04-23 20:34:44.130,5.81
2020-04-23 20:41:59.964,3.01
2020-04-23 20:56:34.851,18.53
