date,time_opened_seconds
2020-04-11 13:12:56.475,7.11
2020-04-11 15:04:14.675,113.52
2020-04-11 15:08:20.918,199.76
2020-04-11 15:16:06.698,26.75
2020-04-11 15:43:15.169,23.74
2020-04-11 16:45:17.485,5.41
2020-04-11 17:57:49.649,6.01
2020-04-11 18:04:02.011,8.52
2020-04-11 20:07:25.894,16.63
2020-04-11 20:08:10.677,8.22
2020-04-11 20:29:16.773,70.40
2020-04-11 20:35:43.052,9.52
2020-04-11 20:44:52.427,6.81
2020-04-11 20:45:28.594,5.61
2020-04-11 20:48:23.717,6.21
2020-04-11 20:50:00.096,26.35
2020-04-11 20:51:02.010,7.51
2020-04-11 20:52:04.240,18.33
2020-04-11 20:56:19.412,22.84
2020-04-11 20:58:31.456,15.83
2020-04-11 20:59:04.618,0.70
2020-04-11 21:05:10.290,5.81
2020-04-11 21:07:10.314,11.12
2020-04-11 21:10:19.562,9.92
2020-04-11 21:12:59.351,18.43
2020-04-11 21:27:41.932,9.12
2020-04-11 21:57:31.041,14.13
2020-04-11 22:32:07.466,14.43
2020-04-11 22:33:28.114,5.41
2020-04-11 22:34:25.720,15.03
