date,time_opened_seconds
2020-04-22 06:36:51.414,32.84
2020-04-22 06:57:13.917,4.21
2020-04-22 07:09:04.393,14.93
2020-04-22 08:46:19.114,32.85
2020-04-22 08:46:51.478,14.23
2020-04-22 08:47:26.745,4.21
2020-04-22 09:01:13.826,5.31
2020-04-22 09:04:40.900,5.91
2020-04-22 10:02:17.020,5.81
2020-04-22 10:17:25.083,2.50
2020-04-22 11:12:40.259,9.12
2020-04-22 13:00:36.771,16.23
2020-04-22 13:01:14.737,5.71
2020-04-22 13:04:32.386,3.41
2020-04-22 13:52:23.677,20.04
2020-04-22 13:54:46.143,39.18
2020-04-22 13:55:54.668,7.21
2020-04-22 14:14:56.343,281.91
2020-04-22 14:14:56.745,0.20
2020-04-22 14:14:57.046,0.20
2020-04-22 14:18:19.021,6.91
2020-04-22 16:13:57.615,7.21
2020-04-22 16:27:38.827,6.01
2020-04-22 16:29:01.676,5.11
2020-04-22 17:01:55.076,7.91
2020-04-22 17:05:16.138,12.32
2020-04-22 17:17:42.686,8.52
2020-04-22 17:22:00.548,8.11
2020-04-22 17:22:17.980,6.31
2020-04-22 17:36:02.655,4.01
2020-04-22 18:09:43.194,10.52
2020-04-22 18:10:34.790,8.62
2020-04-22 18:15:18.140,4.41
2020-04-22 18:15:25.054,4.41
2020-04-22 18:18:56.257,3.21
2020-04-22 18:23:58.032,48.42
2020-04-22 18:24:24.483,10.32
2020-04-22 18:25:58.956,8.42
2020-04-22 18:27:16.774,41.55
2020-04-22 18:27:36.812,10.62
2020-04-22 18:27:57.050,18.13
2020-04-22 18:29:17.696,7.31
2020-04-22 18:31:45.894,74.05
2020-04-22 18:34:10.559,15.03
2020-04-22 18:34:58.446,6.41
2020-04-22 18:44:10.351,51.20
2020-04-22 18:45:42.019,9.12
2020-04-22 18:45:59.452,7.21
2020-04-22 18:49:06.192,8.92
2020-04-22 19:13:12.412,10.52
2020-04-22 19:16:29.770,5.21
2020-04-22 20:24:50.739,19.34
2020-04-22 20:46:34.201,8.11
2020-04-22 20:47:44.125,9.62
2020-04-22 20:54:29.555,5.41
2020-04-22 21:00:01.258,6.61
2020-04-22 22:33:55.204,19.14
2020-04-22 22:34:11.734,8.42
2020-04-22 23:34:14.957,5.61
